station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Moor Park,,,,5.0,,,1.0,1.0,,5.0,,,,10.0,,29.0,6.0,,,,,,,,,,,6.0,2.0,,12.0,,,,,,,,3.0,,,,,,,,,,,,,,,9.0,20.0,7.0,3.0,,1.0,,,2.0,,9.0,5.0,1.0,,,,,3.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,1.0,4.0,1.0,,,1.0,,,,,,5.0,,4.0,,,6.0,,,,,6.0,,13.0,,4.0,,,,,,,,,4.0,,,,,,,5.0,14.0,,,,,,,,,10.0,,,,,,,,7.0,,,,,,,,,,4.0,,13.0,,,12.0,2.0,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,17.0,2.0,5.0,,,,,,6.0,,,,,,,24.0,14.0,,,,,,,5.0,5.0,,4.0,3.0,,,12.0,,,,1.0,,,,,1.0,3.0,1.0,,,,4.0,10.0,4.0,,4.0,,9.0,,,21.0,12.0,,,,,,8.0,4.0,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,7.0,,,,,,,1.0,,1.0,4.0,,6.0,,,,1.0,,,5.0,,,,,,8.0,,,,,,,,,,6.0,,8.0,4.0,8.0,,,1.0,,,,,,20.0,,,,,,3.0,,5.0,,,,3.0,11.0,,,,5.0,,,,,,,,,,4.0,9.0,16.0,,,,,,,10.0,,12.0,5.0,,,,8.0,,,,,,6.0,,,,,,,,9.0,,,9.0,1.0,,3.0,,,1.0,,,,,,653.0
Moorgate,,,3.0,68.0,58.0,,1.0,0.0,,37.0,5.0,1.0,1.0,28.0,6.0,568.0,118.0,7.0,0.0,4.0,2.0,,,1.0,5.0,12.0,21.0,54.0,4.0,,37.0,20.0,1.0,1.0,,4.0,1.0,,9.0,,5.0,,,,0.0,1.0,,,6.0,,,,15.0,41.0,74.0,21.0,48.0,,1.0,,,0.0,4.0,54.0,22.0,0.0,,0.0,,2.0,1.0,5.0,,,3.0,3.0,,0.0,2.0,1.0,15.0,,,0.0,,,,,1.0,1.0,,,1.0,,,,1.0,4.0,1.0,9.0,2.0,2.0,3.0,,3.0,0.0,1.0,13.0,,25.0,0.0,,31.0,,,1.0,42.0,23.0,0.0,168.0,3.0,6.0,,12.0,,,6.0,,1.0,,9.0,3.0,1.0,17.0,,,0.0,18.0,46.0,1.0,,5.0,,,,,1.0,17.0,4.0,,2.0,2.0,,,1.0,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,8.0,,,2.0,0.0,61.0,4.0,5.0,,,1.0,1.0,1.0,0.0,,6.0,0.0,,,,5.0,1.0,,,8.0,,1.0,1.0,3.0,,2.0,,89.0,1.0,13.0,4.0,6.0,4.0,,2.0,24.0,,3.0,,3.0,,,781.0,139.0,,,1.0,2.0,3.0,,59.0,13.0,,10.0,12.0,1.0,1.0,,2.0,9.0,,1.0,,,1.0,4.0,,11.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,9.0,1.0,153.0,1.0,8.0,72.0,28.0,2.0,4.0,,,1.0,32.0,11.0,0.0,3.0,,,1.0,,,3.0,4.0,,1.0,4.0,3.0,1.0,,0.0,8.0,4.0,1.0,0.0,,,,2.0,,0.0,,0.0,17.0,,13.0,,,12.0,1.0,,,15.0,1.0,,1.0,,0.0,21.0,0.0,,0.0,,2.0,1.0,,2.0,1.0,39.0,,30.0,8.0,76.0,1.0,,1.0,,9.0,5.0,,1.0,62.0,,,0.0,0.0,,5.0,,28.0,,,2.0,6.0,45.0,5.0,0.0,,53.0,2.0,,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,23.0,53.0,7.0,,,1.0,,,38.0,3.0,63.0,1.0,,,2.0,5.0,1.0,8.0,,0.0,10.0,8.0,0.0,,3.0,0.0,,3.0,,37.0,7.0,,68.0,2.0,5.0,5.0,1.0,3.0,3.0,,1.0,,1.0,,4412.0
Morden,,,14.0,53.0,53.0,,5.0,,,50.0,16.0,5.0,4.0,83.0,76.0,340.0,60.0,30.0,2.0,22.0,,,,,17.0,27.0,33.0,70.0,16.0,,118.0,32.0,6.0,6.0,,10.0,4.0,,53.0,,13.0,,,,2.0,5.0,,,15.0,,,,41.0,107.0,214.0,69.0,38.0,,4.0,,,,12.0,88.0,54.0,1.0,,,,,,34.0,,,22.0,32.0,,2.0,12.0,50.0,36.0,,,,,,,,4.0,6.0,,,5.0,,,,7.0,24.0,,44.0,11.0,9.0,13.0,,,2.0,5.0,44.0,,57.0,2.0,,73.0,,,,91.0,,,129.0,12.0,23.0,,37.0,,,29.0,,4.0,,39.0,13.0,,46.0,,,,44.0,151.0,7.0,,27.0,,,,,2.0,87.0,15.0,,10.0,11.0,,,7.0,14.0,,,,,5.0,10.0,12.0,,6.0,38.0,,109.0,7.0,,121.0,17.0,14.0,,,3.0,5.0,,,,23.0,,,,,16.0,4.0,,,24.0,,,6.0,14.0,,7.0,,151.0,6.0,49.0,15.0,16.0,16.0,,,62.0,,10.0,,12.0,,,267.0,171.0,,,4.0,9.0,10.0,,56.0,44.0,,31.0,26.0,5.0,,133.0,,23.0,,6.0,,,4.0,19.0,,35.0,,3.0,6.0,4.0,9.0,5.0,,,37.0,3.0,91.0,,32.0,211.0,96.0,10.0,,,,4.0,87.0,54.0,2.0,8.0,,,3.0,,,,15.0,,3.0,16.0,15.0,,,2.0,28.0,26.0,4.0,,,,,8.0,,,,,38.0,,45.0,,,54.0,,,,61.0,4.0,,5.0,,,92.0,,,2.0,,113.0,5.0,,,6.0,74.0,,91.0,27.0,83.0,,,6.0,,16.0,25.0,,6.0,184.0,,,,,,19.0,,51.0,,,37.0,125.0,109.0,18.0,2.0,,58.0,6.0,,12.0,7.0,5.0,,4.0,,11.0,14.0,130.0,193.0,26.0,,,4.0,,,96.0,10.0,145.0,,,,9.0,26.0,4.0,39.0,,1.0,31.0,33.0,1.0,,12.0,,,11.0,,100.0,35.0,,94.0,7.0,24.0,,,13.0,,,5.0,,5.0,,8032.0
Mornington Crescent,,,1.0,4.0,4.0,,0.0,,,7.0,2.0,0.0,0.0,9.0,1.0,24.0,6.0,1.0,,1.0,,,,0.0,3.0,1.0,2.0,5.0,1.0,,15.0,2.0,0.0,0.0,,1.0,0.0,,2.0,,1.0,,,,0.0,0.0,,,2.0,,,,24.0,5.0,10.0,3.0,3.0,,,,,,3.0,9.0,5.0,,,,,1.0,,1.0,,,1.0,1.0,,0.0,1.0,0.0,4.0,,,,,,,,0.0,0.0,,,0.0,,,,,1.0,0.0,3.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,3.0,0.0,,7.0,,,0.0,40.0,,0.0,15.0,1.0,2.0,,3.0,,,2.0,,0.0,,2.0,1.0,0.0,9.0,,,0.0,,15.0,0.0,,1.0,,,,,0.0,4.0,2.0,,0.0,1.0,,,,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,2.0,,13.0,1.0,,14.0,1.0,2.0,,,0.0,0.0,0.0,0.0,,2.0,,,,,1.0,0.0,,,5.0,,,0.0,1.0,,,,35.0,,4.0,1.0,1.0,1.0,,,7.0,,0.0,,1.0,,,21.0,10.0,,,0.0,,1.0,,4.0,5.0,,3.0,1.0,0.0,,11.0,0.0,,,,,,0.0,1.0,,2.0,,,0.0,0.0,,,,,3.0,0.0,9.0,0.0,1.0,31.0,8.0,0.0,1.0,,,0.0,9.0,3.0,,0.0,,,,,,1.0,1.0,,,1.0,1.0,0.0,,0.0,,1.0,,,,,,,,,0.0,,6.0,,3.0,,,3.0,,,,4.0,0.0,,0.0,,,6.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,5.0,,6.0,2.0,7.0,0.0,,,,1.0,1.0,,0.0,9.0,,,0.0,0.0,,,,4.0,,,0.0,1.0,16.0,1.0,0.0,,4.0,1.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,6.0,14.0,1.0,,,0.0,,,26.0,1.0,11.0,,,,0.0,1.0,0.0,2.0,,0.0,2.0,2.0,,,1.0,0.0,,,,8.0,2.0,,6.0,0.0,2.0,1.0,0.0,1.0,,,0.0,,0.0,,676.0
Mudchute,,,,,,6.0,,,,,,,,,,158.0,,,,,,2.0,,,,,,,,8.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,390.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,5.0,38.0,4.0,,,,,,,12.0,6.0,,,,,,,,14.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,16.0,,,18.0,,,,,22.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,36.0,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,7.0,,,,,15.0,,,,,,,,,,,,,,,11.0,1354.0
Neasden,,,4.0,13.0,13.0,,,1.0,,16.0,5.0,,1.0,36.0,6.0,81.0,17.0,7.0,1.0,6.0,,,,1.0,,6.0,8.0,19.0,6.0,,40.0,7.0,,,,,,,8.0,,3.0,,,,0.0,,,,5.0,,,,13.0,24.0,49.0,16.0,9.0,,3.0,,,1.0,,26.0,15.0,0.0,,,,,1.0,4.0,,,3.0,3.0,,,,2.0,10.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,32.0,7.0,,12.0,4.0,,3.0,,4.0,2.0,,18.0,,12.0,0.0,,20.0,,,,30.0,20.0,,38.0,,19.0,,13.0,,,8.0,,1.0,,10.0,,1.0,14.0,,,,18.0,44.0,,,10.0,,,,,1.0,24.0,,,,,,,,13.0,,2.0,,,,3.0,,,,11.0,,41.0,2.0,1.0,37.0,5.0,4.0,,,,1.0,2.0,1.0,,7.0,1.0,,,,3.0,,,6.0,7.0,,,2.0,18.0,,,,54.0,7.0,14.0,6.0,4.0,5.0,,3.0,18.0,,3.0,,3.0,,,67.0,38.0,,,,,3.0,,14.0,15.0,,13.0,6.0,,2.0,34.0,2.0,,,,,,1.0,,,8.0,1.0,,2.0,,10.0,3.0,2.0,,12.0,1.0,25.0,,5.0,71.0,38.0,,5.0,,,,26.0,11.0,1.0,2.0,,,5.0,,,5.0,,,3.0,5.0,4.0,2.0,,0.0,11.0,9.0,2.0,,,,,3.0,,1.0,,2.0,12.0,,15.0,,,19.0,1.0,,,15.0,1.0,,,,2.0,24.0,,,,,2.0,1.0,,3.0,2.0,18.0,,22.0,16.0,22.0,,,4.0,,4.0,4.0,,,49.0,,,1.0,,,14.0,,14.0,,,2.0,6.0,34.0,6.0,1.0,,14.0,2.0,,4.0,2.0,,,,,3.0,7.0,24.0,48.0,9.0,,,,,,31.0,4.0,35.0,2.0,,,,54.0,,11.0,,,8.0,33.0,1.0,,3.0,,,4.0,,26.0,12.0,,23.0,14.0,14.0,8.0,1.0,4.0,4.0,,1.0,,,,2333.0
New Cross,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,15.0,,26.0,,393.0,,,,10.0,,,,,,,,,,,,,,,15.0,33.0,,,,,,,,,,,6.0,,,,,,16.0,,,36.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,11.0,,,10.0,,,,,,,,,,14.0,,,,,,,20.0,,13.0,16.0,,,,17.0,,,,,,,,,,,,,,,,,,132.0,,,,,,17.0,,,,,,29.0,,,,15.0,,,,9.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,119.0,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,32.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,192.0,,21.0,,,,,,,,,,1438.0
New Cross Gate,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,16.0,,26.0,,422.0,,,,11.0,,,,,,,,,,,,,,,15.0,33.0,,,,,,,,,,,10.0,,,,,,17.0,19.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,14.0,,,,,,24.0,20.0,,13.0,17.0,,,,18.0,,,,,,,,,,,,,,,,,,134.0,,,,,,17.0,16.0,,,,,29.0,,,,,,,,9.0,17.0,,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,7.0,,,,,,,,,,23.0,4.0,,,,,,,,,,,,,21.0,,,,,,,,22.0,,,,15.0,,,,,,,,,,124.0,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,34.0,,,,,,,,,,37.0,19.0,,,,,,,,,,,,,,198.0,,21.0,,,,,,,,,,1703.0
Newbury Park,,,7.0,30.0,33.0,,2.0,,,28.0,8.0,3.0,2.0,40.0,12.0,175.0,33.0,27.0,25.0,9.0,,,,,9.0,14.0,23.0,36.0,11.0,,52.0,14.0,3.0,4.0,,9.0,,,16.0,,11.0,,,,3.0,2.0,,,8.0,,,,21.0,62.0,156.0,63.0,20.0,,,,,,6.0,46.0,24.0,,,4.0,,5.0,,8.0,,,6.0,6.0,,,6.0,3.0,16.0,,,,,,,,,,,,6.0,,,,4.0,11.0,,18.0,5.0,5.0,12.0,,6.0,1.0,3.0,21.0,,23.0,,,32.0,,,3.0,46.0,26.0,10.0,71.0,6.0,11.0,,24.0,,,12.0,,25.0,,16.0,7.0,,22.0,,,3.0,23.0,63.0,4.0,,12.0,,,,,13.0,37.0,8.0,,5.0,6.0,,,4.0,8.0,,3.0,,2.0,2.0,5.0,6.0,,3.0,16.0,,74.0,4.0,,59.0,8.0,8.0,,,,2.0,3.0,1.0,,10.0,,,,,6.0,,,,12.0,,,3.0,7.0,,4.0,,81.0,3.0,21.0,8.0,7.0,7.0,,,28.0,,16.0,,23.0,,,151.0,80.0,,,6.0,4.0,7.0,,29.0,20.0,,15.0,22.0,3.0,,73.0,5.0,12.0,,3.0,,,,9.0,,28.0,,2.0,,2.0,5.0,,,,16.0,,50.0,2.0,11.0,94.0,47.0,,9.0,,,2.0,39.0,18.0,,8.0,,,,,,8.0,8.0,,2.0,7.0,6.0,2.0,,7.0,12.0,12.0,,2.0,,,,4.0,,,,,19.0,,30.0,,,24.0,,,,24.0,7.0,,,,,37.0,,,1.0,,5.0,9.0,,5.0,4.0,34.0,,38.0,13.0,43.0,3.0,,3.0,,12.0,7.0,,3.0,217.0,,,,,,9.0,,24.0,,1.0,5.0,13.0,51.0,,1.0,,32.0,,,5.0,5.0,,,3.0,,11.0,8.0,39.0,74.0,18.0,,,10.0,,,46.0,5.0,62.0,,,,4.0,14.0,2.0,17.0,,,32.0,18.0,,,5.0,1.0,,5.0,,43.0,16.0,,64.0,4.0,12.0,14.0,,8.0,,,8.0,,3.0,,4217.0
North Acton,,,14.0,16.0,16.0,,,,,19.0,6.0,2.0,1.0,38.0,8.0,105.0,19.0,9.0,1.0,13.0,,,,1.0,6.0,8.0,10.0,24.0,6.0,,54.0,9.0,,2.0,,3.0,,,11.0,,4.0,,,,1.0,2.0,,,6.0,,,,16.0,31.0,63.0,21.0,12.0,,1.0,,,,5.0,34.0,20.0,,,,,9.0,,6.0,,,4.0,4.0,,1.0,4.0,2.0,13.0,,,,,,,,1.0,2.0,,,1.0,,,,,43.0,9.0,29.0,45.0,3.0,4.0,,8.0,,2.0,23.0,,15.0,1.0,,26.0,,,1.0,38.0,21.0,0.0,44.0,4.0,10.0,,14.0,,,18.0,,1.0,,22.0,5.0,2.0,18.0,,,,,59.0,8.0,,,,,,,1.0,49.0,6.0,,23.0,,,,,,,3.0,,,2.0,5.0,4.0,,2.0,25.0,,42.0,3.0,,47.0,15.0,5.0,,,1.0,3.0,3.0,2.0,,9.0,,,,,4.0,,,,9.0,,,4.0,6.0,,,,60.0,3.0,22.0,8.0,5.0,10.0,,5.0,24.0,,3.0,,4.0,,,82.0,49.0,,,1.0,5.0,4.0,,,23.0,,15.0,8.0,,,41.0,3.0,9.0,,,,,1.0,,,10.0,,,,4.0,4.0,,,,29.0,,29.0,3.0,7.0,92.0,57.0,,12.0,,,6.0,34.0,15.0,,3.0,,,,,,10.0,,,,12.0,8.0,2.0,,1.0,12.0,14.0,,,,,,5.0,,,1.0,,15.0,,16.0,,,59.0,2.0,,,26.0,1.0,,,,,46.0,,,2.0,,3.0,2.0,,5.0,2.0,23.0,,32.0,12.0,29.0,5.0,,2.0,,5.0,5.0,,,56.0,,,,,,8.0,,18.0,,,3.0,8.0,45.0,6.0,1.0,,18.0,2.0,,8.0,3.0,2.0,1.0,1.0,,3.0,7.0,33.0,68.0,8.0,,,1.0,,,41.0,,46.0,,,,,11.0,13.0,27.0,,,9.0,16.0,,,8.0,1.0,,6.0,,35.0,54.0,,29.0,3.0,,14.0,3.0,5.0,,,1.0,,2.0,,3081.0
North Ealing,,,9.0,,3.0,,3.0,,,4.0,1.0,,,7.0,,21.0,4.0,,,4.0,,,,,,2.0,,5.0,1.0,,9.0,,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,3.0,7.0,14.0,4.0,2.0,,,,,,,7.0,4.0,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,9.0,6.0,,,,,2.0,0.0,,,,3.0,,,5.0,,,,7.0,,,8.0,,2.0,,3.0,,,4.0,,,,4.0,,,,,,,4.0,12.0,,,,,,,,,17.0,,,,,,,,2.0,,1.0,,1.0,1.0,2.0,,,,4.0,,8.0,,0.0,9.0,,1.0,,,,1.0,1.0,1.0,,2.0,0.0,,,,,,,,,,,1.0,,,,,11.0,,5.0,2.0,,,,,5.0,,,,,,,17.0,10.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,1.0,,,,,,6.0,1.0,,16.0,10.0,12.0,2.0,,,,7.0,3.0,,,,,,,,2.0,,,,,3.0,1.0,,,,4.0,,,,,,,,0.0,,0.0,3.0,,3.0,,,,,,,5.0,,,2.0,,1.0,9.0,,,,,,,,1.0,0.0,5.0,,7.0,,6.0,2.0,,,,,,,,,,,1.0,1.0,,2.0,,4.0,,,,,8.0,,,,4.0,,,4.0,1.0,,,,,,2.0,7.0,14.0,,,,,,,7.0,,10.0,0.0,,,,3.0,,5.0,,,,,,,2.0,,,1.0,,7.0,,,,,,3.0,1.0,1.0,,,,,,,506.0
North Greenwich,,,12.0,73.0,88.0,,4.0,1.0,,63.0,15.0,5.0,4.0,82.0,24.0,494.0,80.0,61.0,3.0,19.0,6.0,,,6.0,17.0,54.0,50.0,94.0,18.0,,115.0,39.0,5.0,6.0,,24.0,4.0,,35.0,,36.0,,,,3.0,4.0,,,16.0,,,,42.0,270.0,1320.0,479.0,55.0,,3.0,,,2.0,12.0,115.0,56.0,1.0,,2.0,,9.0,3.0,17.0,,,12.0,13.0,,2.0,11.0,7.0,39.0,,,2.0,,,,,6.0,10.0,,,6.0,,,,6.0,20.0,6.0,38.0,10.0,9.0,31.0,,12.0,2.0,5.0,42.0,,60.0,3.0,,77.0,,,3.0,98.0,55.0,2.0,169.0,11.0,21.0,,41.0,,,25.0,,7.0,,33.0,12.0,3.0,49.0,,,1.0,47.0,143.0,6.0,,22.0,,,,,3.0,73.0,14.0,,8.0,10.0,,,6.0,12.0,,5.0,,3.0,4.0,8.0,11.0,,5.0,32.0,,130.0,7.0,2.0,145.0,15.0,15.0,,,4.0,4.0,4.0,2.0,,21.0,2.0,,,,15.0,4.0,,15.0,24.0,,,5.0,13.0,,7.0,,176.0,6.0,45.0,14.0,16.0,15.0,,8.0,65.0,,23.0,,23.0,,,376.0,227.0,,,6.0,8.0,11.0,,78.0,43.0,,30.0,54.0,5.0,3.0,185.0,9.0,24.0,,5.0,,,6.0,16.0,3.0,,1.0,3.0,5.0,4.0,8.0,4.0,3.0,,33.0,3.0,121.0,3.0,25.0,213.0,92.0,8.0,17.0,,,3.0,90.0,39.0,2.0,28.0,,,3.0,,,15.0,14.0,,3.0,15.0,12.0,2.0,,3.0,27.0,21.0,4.0,1.0,,,,8.0,,2.0,1.0,2.0,44.0,,53.0,,,47.0,4.0,,,53.0,7.0,,4.0,,2.0,80.0,2.0,,2.0,,9.0,9.0,,8.0,6.0,89.0,,90.0,26.0,115.0,6.0,,5.0,,29.0,16.0,,5.0,511.0,,,2.0,2.0,,18.0,,61.0,,1.0,10.0,25.0,120.0,21.0,2.0,,82.0,6.0,,10.0,8.0,7.0,4.0,7.0,,31.0,12.0,86.0,170.0,30.0,,,6.0,,,101.0,10.0,157.0,4.0,,,7.0,23.0,4.0,33.0,,1.0,121.0,31.0,1.0,,11.0,1.0,,10.0,,105.0,30.0,,185.0,6.0,21.0,24.0,4.0,13.0,11.0,,8.0,,5.0,,10939.0
